"collection_name","product_authority","constant_keys","observed_operations","source_file_count","source_files","evidence_locations","evidence_sha256","current_reviewed_source_count","unreviewed_source_files","review_status","ownership_model","rules_status","index_status","findings"
"menuSnapshots","MenuList/shared","DB_COLLECTIONS.MENU_SNAPSHOTS | FUNCTIONS_DB_COLLECTIONS.MENU_SNAPSHOTS","constant definition | delete | read/query | reference | security-rule | write","7","firestore.rules | functions/src/constants/database.ts | functions/src/schedulers/menulistMaintenanceScheduler.ts | scripts/verification/test-menu-change-log-rules.ts | scripts/verification/test-menu-snapshot-retention-emulator.ts | src/constants/database.ts | src/database/projects/index.ts","firestore.rules:1263 | functions/src/schedulers/menulistMaintenanceScheduler.ts:1648 | scripts/verification/test-menu-change-log-rules.ts:104 | scripts/verification/test-menu-change-log-rules.ts:105 | scripts/verification/test-menu-change-log-rules.ts:106 | scripts/verification/test-menu-change-log-rules.ts:397 | scripts/verification/test-menu-change-log-rules.ts:399 | scripts/verification/test-menu-change-log-rules.ts:400 | scripts/verification/test-menu-change-log-rules.ts:401 | scripts/verification/test-menu-change-log-rules.ts:402 | scripts/verification/test-menu-change-log-rules.ts:403 | scripts/verification/test-menu-change-log-rules.ts:404 | scripts/verification/test-menu-change-log-rules.ts:405 | scripts/verification/test-menu-change-log-rules.ts:408 | scripts/verification/test-menu-change-log-rules.ts:412 | scripts/verification/test-menu-change-log-rules.ts:416 | scripts/verification/test-menu-change-log-rules.ts:420 | scripts/verification/test-menu-change-log-rules.ts:426 | scripts/verification/test-menu-change-log-rules.ts:430 | scripts/verification/test-menu-change-log-rules.ts:434 | scripts/verification/test-menu-change-log-rules.ts:438 | scripts/verification/test-menu-change-log-rules.ts:442 | scripts/verification/test-menu-change-log-rules.ts:446 | scripts/verification/test-menu-snapshot-retention-emulator.ts:26 | scripts/verification/test-menu-snapshot-retention-emulator.ts:26 | src/database/projects/index.ts:622 | src/constants/database.ts:0 | functions/src/constants/database.ts:0","ba6860a7c39ed831878e0c7dd8f0a726823b3275fbeae9bca73e3b6425124764","6","functions/src/schedulers/menulistMaintenanceScheduler.ts","in-progress","MenuList tenant/store/project private immutable publish-time proof snapshot; owner/manager exact-scope browser writer, assigned-store/platform private reader and leased Admin expiry cleanup","Exact tenant/store membership, write role, existing project, bounded count-consistent shape, Firestore request-time creation, exact 90-day marker and bounded expiry; client update/delete denied; emulator verified locally","Direct private reads plus per-store automatic expiresAt range cleanup; dynamic store collection names preclude one collection-group TTL policy and require no composite index","AUDIT-MCL-RULES-002 | AUDIT-MENU-SNAPSHOT-RETENTION-AUTHORITY-001 | AUDIT-MENU-SNAPSHOT-LEGACY-RETENTION-001"
"messageLogs","MenuList/shared","DB_COLLECTIONS.MESSAGE_LOGS | FUNCTIONS_DB_COLLECTIONS.MESSAGE_LOGS | MESSAGE_LOGS","constant definition | index definition | read/query | reference | security-rule | transaction/batch | write","11","firestore.indexes.json | firestore.rules | functions/src/analytics/stalenessCheck.ts | functions/src/constants/database.ts | functions/src/messaging/messagingEngine.ts | functions/src/schedulers/menulistMaintenanceScheduler.ts | scripts/verification/test-functions-analytics-persistence.ts | scripts/verification/verify-functions-analytics-persistence.js | scripts/verification/verify-owner-notifications-boundary.js | src/constants/database.ts | src/lib/messaging/index.ts","firestore.indexes.json:1251 | firestore.indexes.json:1273 | firestore.indexes.json:1421 | firestore.rules:1190 | functions/src/analytics/stalenessCheck.ts:109 | functions/src/analytics/stalenessCheck.ts:111 | functions/src/messaging/messagingEngine.ts:148 | functions/src/messaging/messagingEngine.ts:200 | functions/src/messaging/messagingEngine.ts:228 | functions/src/messaging/messagingEngine.ts:312 | functions/src/messaging/messagingEngine.ts:644 | functions/src/messaging/messagingEngine.ts:717 | functions/src/messaging/messagingEngine.ts:723 | functions/src/schedulers/menulistMaintenanceScheduler.ts:1687 | scripts/verification/test-functions-analytics-persistence.ts:303 | scripts/verification/test-functions-analytics-persistence.ts:303 | scripts/verification/test-functions-analytics-persistence.ts:317 | scripts/verification/test-functions-analytics-persistence.ts:317 | scripts/verification/test-functions-analytics-persistence.ts:331 | scripts/verification/test-functions-analytics-persistence.ts:331 | scripts/verification/verify-functions-analytics-persistence.js:116 | scripts/verification/verify-owner-notifications-boundary.js:644 | scripts/verification/verify-owner-notifications-boundary.js:716 | src/lib/messaging/index.ts:38 | src/lib/messaging/index.ts:88 | src/lib/messaging/index.ts:206 | src/lib/messaging/index.ts:230 | src/lib/messaging/index.ts:430 | src/constants/database.ts:0 | functions/src/constants/database.ts:0","e91c8948b3b607d7846016d7a694691a8d9d6c96af359089df9648023b0929f6","6","functions/src/analytics/stalenessCheck.ts | functions/src/messaging/messagingEngine.ts | functions/src/schedulers/menulistMaintenanceScheduler.ts | scripts/verification/test-functions-analytics-persistence.ts | scripts/verification/verify-owner-notifications-boundary.js","inventory-only","","rule path observed","",""
"messagingOnboardingEvents","MenuList/shared","DB_COLLECTIONS.MESSAGING_ONBOARDING_EVENTS | FUNCTIONS_DB_COLLECTIONS.MESSAGING_ONBOARDING_EVENTS","constant definition | index definition | read/query | reference | security-rule","11","firestore.indexes.json | firestore.rules | functions/src/constants/database.ts | functions/src/messagingOnboarding/eventLogger.ts | functions/src/messagingOnboarding/healthMonitor.ts | src/app/api/msg-preview/[sessionId]/approve/route.ts | src/app/api/msg-preview/[sessionId]/fix/route.ts | src/app/api/msg-preview/[sessionId]/route.ts | src/app/api/ops/messaging-onboarding/route.ts | src/constants/database.ts | src/lib/messaging-onboarding/publish.ts","firestore.indexes.json:1223 | firestore.indexes.json:1237 | firestore.rules:709 | functions/src/messagingOnboarding/eventLogger.ts:219 | functions/src/messagingOnboarding/eventLogger.ts:237 | functions/src/messagingOnboarding/healthMonitor.ts:274 | src/app/api/msg-preview/[sessionId]/approve/route.ts:164 | src/app/api/msg-preview/[sessionId]/approve/route.ts:348 | src/app/api/msg-preview/[sessionId]/fix/route.ts:152 | src/app/api/msg-preview/[sessionId]/route.ts:178 | src/app/api/ops/messaging-onboarding/route.ts:192 | src/app/api/ops/messaging-onboarding/route.ts:204 | src/lib/messaging-onboarding/publish.ts:530 | src/constants/database.ts:0 | functions/src/constants/database.ts:0","a41e312fcd08931ab0fc84ee8bf782ce5a2295b8dda999751b11c07ba964fe2d","9","functions/src/messagingOnboarding/eventLogger.ts | src/lib/messaging-onboarding/publish.ts","inventory-only","","rule path observed","",""
"messagingOnboardingInboundMessages","MenuList/shared","DB_COLLECTIONS.MESSAGING_ONBOARDING_INBOUND_MESSAGES | FUNCTIONS_DB_COLLECTIONS.MESSAGING_ONBOARDING_INBOUND_MESSAGES","constant definition | index definition | read/query | reference | security-rule","9","firestore.indexes.json | firestore.rules | functions/src/constants/database.ts | functions/src/messagingOnboarding/inboundQueue.ts | functions/src/schedulers/messagingSessionCleanup.ts | scripts/verification/test-messaging-inbound-queue-emulator.ts | scripts/verification/test-messaging-session-cleanup-emulator.ts | src/app/api/ops/messaging-onboarding/route.ts | src/constants/database.ts","firestore.indexes.json:1195 | firestore.indexes.json:1209 | firestore.rules:701 | functions/src/messagingOnboarding/inboundQueue.ts:27 | functions/src/schedulers/messagingSessionCleanup.ts:37 | scripts/verification/test-messaging-inbound-queue-emulator.ts:19 | scripts/verification/test-messaging-session-cleanup-emulator.ts:13 | src/app/api/ops/messaging-onboarding/route.ts:117 | src/constants/database.ts:0 | functions/src/constants/database.ts:0","9af86311f5de940a1ae38dc01f0012479c671de09455bb46105b486137106e17","7","scripts/verification/test-messaging-inbound-queue-emulator.ts | scripts/verification/test-messaging-session-cleanup-emulator.ts","in-progress","MenuList server-only durable provider-webhook queue keyed by SHA-256(provider:providerMessageId). WhatsApp/Telegram adapters authenticate and normalize every inbound row before atomic create/BulkWriter create. Persisted projection revalidates exact ID, bounded provider/user/display/media/text fields, status/attempt/timestamp coherence and 30-day expiry before one token-fenced claim. Session handling checkpoints the bounded deterministic reply before provider delivery; completion/retry/stale recovery remain processing-token fenced. The platform-only ops route exposes aggregate status counts only. No browser, tenant/public DTO, cache, Redux, SWR or local-storage consumer reads queue content.","The exact rule denies every browser read and write; Cloud Functions/Admin code owns create, claim, checkpoint, retry, completion and cleanup. Provider identity is derived from authenticated webhook adapters rather than tenant headers. Relevant rule and Admin/client emulator behavior are reconciled, but the complete shared rules file lacks a whole-file review fingerprint.","Two composites exactly support pending due-work ordering by nextAttemptAt and bounded stale PROCESSING recovery by processingStartedAt. Intake drains two rows per two-minute run; helper default is 20 and stale reset is capped at 20. Queue docs carry 30-day expiresAt for TTL and the daily scheduler precondition-deletes at most 100 non-PROCESSING expired rows as fallback. Expiry/session/upload/inbound cleanup now continues while the feature is disabled; only reminder sending stays gated. The complete shared index file and large scheduler context remain conservative blockers.","AUDIT-MESSAGING-CLEANUP-FEATURE-GATE-001"
"messagingOnboardingRateLimits","MenuList/shared","DB_COLLECTIONS.MESSAGING_ONBOARDING_RATE_LIMITS | FUNCTIONS_DB_COLLECTIONS.MESSAGING_ONBOARDING_RATE_LIMITS","constant definition | reference | security-rule","7","firestore.rules | functions/src/constants/database.ts | functions/src/messagingOnboarding/extractionLifecycle.ts | functions/src/messagingOnboarding/sessionEngine.ts | scripts/verification/test-messaging-extraction-lifecycle-emulator.ts | scripts/verification/test-messaging-session-concurrency-emulator.ts | src/constants/database.ts","firestore.rules:705 | functions/src/messagingOnboarding/extractionLifecycle.ts:28 | functions/src/messagingOnboarding/sessionEngine.ts:49 | scripts/verification/test-messaging-extraction-lifecycle-emulator.ts:31 | scripts/verification/test-messaging-session-concurrency-emulator.ts:27 | src/constants/database.ts:0 | functions/src/constants/database.ts:0","c668fabc1f1338449619ef9cd3f745bb175de7f125c5040fa859651ec91ec5ff","3","functions/src/messagingOnboarding/extractionLifecycle.ts | functions/src/messagingOnboarding/sessionEngine.ts | scripts/verification/test-messaging-extraction-lifecycle-emulator.ts | scripts/verification/test-messaging-session-concurrency-emulator.ts","in-progress","MenuList provider/user-private abuse-control state at messagingOnboardingRateLimits/{sha256(provider:userId)}. Session admission owns exact daily/weekly/cooldown and active-session settlement; extraction enqueue atomically consumes weekly processing quota; invalid-upload settlement atomically applies cooldown. Every admitted mutation refreshes a 90-day expiry. No raw provider identity, tenant/store selector, browser/public DTO, cache, Redux, SWR, local-storage, billing, queue or webhook payload consumer can address the row.","The explicit Firestore rule denies every browser read and write. Current producers/consumers use MenuList Functions Admin SDK and derive the opaque deterministic key from normalized provider runtime identity. Existing rows must match their exact hash and bounded counter/timestamp shapes before use; malformed truth fails closed. The shared ruleset and large runtime modules retain conservative partial current review evidence.","All runtime access is one deterministic point read inside the owning transaction or one diagnostic precheck; no composite index applies. The guarded MenuList TTL setup includes expiresAt and removes rows after 90 inactive days, longer than every enforced daily/weekly/48-hour/session window. Functions QA deployment is authentication-blocked and TTL policy inspection/application is gcloud-blocked, so remote retention remains unverified.","AUDIT-MESSAGING-RATE-LIMIT-RETENTION-001"
"messagingOnboardingSessions","MenuList/shared","DB_COLLECTIONS.MESSAGING_ONBOARDING_SESSIONS | FUNCTIONS_DB_COLLECTIONS.MESSAGING_ONBOARDING_SESSIONS","constant definition | index definition | read/query | reference | security-rule | transaction/batch","26","firestore.indexes.json | firestore.rules | functions/src/constants/database.ts | functions/src/messagingOnboarding/extractionLifecycle.ts | functions/src/messagingOnboarding/extractionWatcher.ts | functions/src/messagingOnboarding/healthMonitor.ts | functions/src/messagingOnboarding/intakeProcessor.ts | functions/src/messagingOnboarding/messageDeliveryLease.ts | functions/src/messagingOnboarding/reminderLease.ts | functions/src/messagingOnboarding/sessionEngine.ts | functions/src/messagingOnboarding/uploadCleanup.ts | functions/src/schedulers/messagingSessionCleanup.ts | scripts/verification/test-messaging-extraction-lifecycle-emulator.ts | scripts/verification/test-messaging-fix-request-emulator.ts | scripts/verification/test-messaging-inbound-queue-emulator.ts | scripts/verification/test-messaging-reminder-lease-emulator.ts | scripts/verification/test-messaging-replacement-upload-lifecycle-emulator.ts | scripts/verification/test-messaging-session-cleanup-emulator.ts | scripts/verification/test-messaging-session-concurrency-emulator.ts | src/app/api/msg-preview/[sessionId]/approve/route.ts | src/app/api/msg-preview/[sessionId]/route.ts | src/app/api/ops/messaging-onboarding/route.ts | src/constants/database.ts | src/lib/messaging-onboarding/fixRequestTransaction.ts | src/lib/messaging-onboarding/publish.ts | src/lib/messaging-onboarding/uploadCleanup.ts","firestore.indexes.json:1075 | firestore.indexes.json:1093 | firestore.indexes.json:1107 | firestore.indexes.json:1121 | firestore.indexes.json:1139 | firestore.indexes.json:1153 | firestore.indexes.json:1167 | firestore.indexes.json:1181 | firestore.rules:697 | functions/src/messagingOnboarding/extractionLifecycle.ts:27 | functions/src/messagingOnboarding/extractionWatcher.ts:43 | functions/src/messagingOnboarding/healthMonitor.ts:269 | functions/src/messagingOnboarding/healthMonitor.ts:280 | functions/src/messagingOnboarding/intakeProcessor.ts:51 | functions/src/messagingOnboarding/messageDeliveryLease.ts:65 | functions/src/messagingOnboarding/reminderLease.ts:28 | functions/src/messagingOnboarding/reminderLease.ts:67 | functions/src/messagingOnboarding/reminderLease.ts:97 | functions/src/messagingOnboarding/sessionEngine.ts:48 | functions/src/messagingOnboarding/uploadCleanup.ts:8 | functions/src/schedulers/messagingSessionCleanup.ts:36 | scripts/verification/test-messaging-extraction-lifecycle-emulator.ts:29 | scripts/verification/test-messaging-fix-request-emulator.ts:14 | scripts/verification/test-messaging-inbound-queue-emulator.ts:292 | scripts/verification/test-messaging-reminder-lease-emulator.ts:14 | scripts/verification/test-messaging-replacement-upload-lifecycle-emulator.ts:20 | scripts/verification/test-messaging-session-cleanup-emulator.ts:12 | scripts/verification/test-messaging-session-concurrency-emulator.ts:26 | src/app/api/msg-preview/[sessionId]/approve/route.ts:239 | src/app/api/msg-preview/[sessionId]/route.ts:107 | src/app/api/ops/messaging-onboarding/route.ts:135 | src/app/api/ops/messaging-onboarding/route.ts:227 | src/lib/messaging-onboarding/fixRequestTransaction.ts:180 | src/lib/messaging-onboarding/publish.ts:241 | src/lib/messaging-onboarding/uploadCleanup.ts:71 | src/constants/database.ts:0 | functions/src/constants/database.ts:0","34673cd1efd5973f05b4483f9c12fd30ee767d659dc3eaa9db298624b5377b42","11","functions/src/messagingOnboarding/extractionLifecycle.ts | functions/src/messagingOnboarding/extractionWatcher.ts | functions/src/messagingOnboarding/intakeProcessor.ts | functions/src/messagingOnboarding/messageDeliveryLease.ts | functions/src/messagingOnboarding/reminderLease.ts | functions/src/messagingOnboarding/sessionEngine.ts | functions/src/messagingOnboarding/uploadCleanup.ts | scripts/verification/test-messaging-extraction-lifecycle-emulator.ts | scripts/verification/test-messaging-inbound-queue-emulator.ts | scripts/verification/test-messaging-reminder-lease-emulator.ts | scripts/verification/test-messaging-replacement-upload-lifecycle-emulator.ts | scripts/verification/test-messaging-session-cleanup-emulator.ts | scripts/verification/test-messaging-session-concurrency-emulator.ts | src/lib/messaging-onboarding/publish.ts | src/lib/messaging-onboarding/uploadCleanup.ts","inventory-only","","rule path observed","",""
"metrics","MenuList/shared","DB_COLLECTIONS.METRICS | FUNCTIONS_DB_COLLECTIONS.METRICS","constant definition | delete | transaction/batch","3","functions/src/analytics/menuDriftMetrics.ts | functions/src/constants/database.ts | scripts/verification/test-menu-drift-metrics-replacement-emulator.ts","functions/src/analytics/menuDriftMetrics.ts:256 | scripts/verification/test-menu-drift-metrics-replacement-emulator.ts:42 | scripts/verification/test-menu-drift-metrics-replacement-emulator.ts:42 | functions/src/constants/database.ts:0","c68bd848b73798d15483b85bfa098b6c98d2474a2b5b1303f032973b4f0dd21d","3","","in-progress","MenuList Admin-only derived menu-drift cache nested at menuItemState/{tenantId}/{storeId}/{projectId}/metrics/{itemId}. The platform-daily scheduler derives exact 30-day price/availability contributions only from the same tenant/store ledger and active document-path projects, exact-replaces admitted item rows, deletes aged-out rows and reports partial failures","No client rule path covers menuItemState or its metrics descendants, so root default deny blocks browser reads and writes. Only the consolidated MenuList Functions scheduler and focused Admin emulator access the collection","Derived-row cleanup pages by document ID with a 500-row page and 10,000-row project cap; automatic document-name ordering suffices. Source menuChangeLog timestamp/document ordering is separately indexed. Writes batch at 400 and no TTL policy is required because each successful run deletes aged-out rows","AUDIT-MOL-DERIVED-METRIC-MERGE-001 | AUDIT-MOL-EVENT-TIME-AUTHORITY-001 | AUDIT-MENU-DRIFT-ROLLING-WINDOW-DURATION-001 | AUDIT-MENU-DRIFT-RESERVED-DOCUMENT-ID-001"
"negativeFeedbackAlerts","MenuList/shared","FUNCTIONS_DB_COLLECTIONS.NEGATIVE_FEEDBACK_ALERTS","constant definition | security-rule","2","firestore.rules | functions/src/constants/database.ts","firestore.rules:1186 | functions/src/constants/database.ts:0","80e1bda82aa392a8c0bb57069b701a818cd3e51a1d026fe0d25f6dd2ef222b9c","2","","in-progress","Retired MenuList global server-only compatibility collection. No current first-party producer, reader, updater, deleter, queue, webhook, cache, Redux, SWR, local-storage or public-output consumer exists. The former unexported pre-separation trigger was removed in restart 903; current support feedback, escalation and notification truth belongs to the dedicated Answerlattice runtime.","The explicit /negativeFeedbackAlerts/{docId} match denies all browser reads, queries and writes. The root default deny provides the same fallback. No Admin SDK writer remains; historical rows, if any, are contained and inaccessible to owner, platform or public clients.","No current query or write exists, so no composite, single-field override, TTL or cache invalidation contract applies. Historical retention remains unchanged because no verified product/legal retention authority permits deletion during this audit.","AUDIT-RETIRED-NEGATIVE-FEEDBACK-TRIGGER-001"
"notes","MenuList/shared","DB_COLLECTIONS.NOTES","constant definition | delete | read/query | security-rule | write","3","firestore.rules | scripts/verification/test-tenant-store-scoped-rules.ts | src/constants/database.ts","firestore.rules:736 | scripts/verification/test-tenant-store-scoped-rules.ts:13 | scripts/verification/test-tenant-store-scoped-rules.ts:326 | scripts/verification/test-tenant-store-scoped-rules.ts:329 | scripts/verification/test-tenant-store-scoped-rules.ts:332 | src/constants/database.ts:0","c48d844a1c6497cfbc49279a1b351cb7b992d274243fcd8eeb73370e351fd3c7","3","","in-progress","Retired MenuList tenant/store-private compatibility collection at notes/{tId}/{sId}/{docId}. No current first-party producer, updater, deleter, list/detail reader, UI, hook, reducer, cache, queue, webhook or public-output consumer exists after restart 905 removed the orphan DAL. Historical rows remain scoped-readable for recovery only.","Authenticated clients may read only when both tenant and store claims match the path. All browser create, update and delete operations are denied. The tenant/store emulator proves own-store read compatibility, mapped-store isolation, foreign-tenant denial and owner create/update/delete refusal.","No active query remains and no composite index or TTL policy applies. The removed DAL's unbounded uId query is no longer executable. Historical retention is unchanged because no verified authority permits bulk deletion.","AUDIT-ORPHAN-GENERIC-NOTES-PERSISTENCE-001"
"notesMetadata","MenuList/shared","DB_COLLECTIONS.NOTES_METADATA","constant definition | delete | read/query | security-rule | write","3","firestore.rules | scripts/verification/test-tenant-store-scoped-rules.ts | src/constants/database.ts","firestore.rules:746 | scripts/verification/test-tenant-store-scoped-rules.ts:13 | scripts/verification/test-tenant-store-scoped-rules.ts:333 | scripts/verification/test-tenant-store-scoped-rules.ts:336 | scripts/verification/test-tenant-store-scoped-rules.ts:339 | src/constants/database.ts:0","5c8004124c8c43f52edcd6bc990249b7dc2b0b3174f4d92d3c2d5aa29eec3f2a","3","","in-progress","Retired MenuList tenant/store-private compatibility configuration at notesMetadata/data/{tId}/{sId}. No current first-party producer or consumer exists after removal of the orphan generic Notes DAL. Historical category/tag rows remain scoped-readable for recovery and are not active application configuration.","Authenticated clients may read only when both tenant and store claims match the path. All browser create, update and delete operations are denied. The tenant/store emulator proves scoped reads and owner write/delete refusal.","Access was one exact document and required no index; no active access now exists. No cache, Redux, SWR, local-storage, TTL or public-output contract applies.","AUDIT-ORPHAN-GENERIC-NOTES-PERSISTENCE-001"
"notificationLogs","MenuList/shared","NOTIFICATION_LOGS","index definition | read/query | reference | transaction/batch | write","2","firestore.indexes.json | src/lib/notifications/index.ts","firestore.indexes.json:2988 | firestore.indexes.json:3012 | firestore.indexes.json:3023 | src/lib/notifications/index.ts:51 | src/lib/notifications/index.ts:50 | src/lib/notifications/index.ts:51 | src/lib/notifications/index.ts:104 | src/lib/notifications/index.ts:124","48b00e57aa557c1239d34ac922c24d2134709b48bffdb4ee304dce56c78c4ea8","2","","in-progress","Reserved MenuList/shared server-only fallback selected only when the generic notification sender is explicitly called with a non-Answerlattice product. Current first-party ticket and notification-test callers select the separate answerlattice_notificationLogs collection, while owner notifications use their own event/delivery ledgers. If activated, the shared sender derives a deterministic event/reference document, transactionally claims one delivery lease, runs a product-and-recipient-partitioned 21-row daily query, sends after admission and finalizes only the matching claim.","No explicit browser rule path exists; root default deny blocks all client reads, queries and writes. The conditional fallback uses the trusted MenuList Admin SDK only. The complete sender review confirms no public DTO, browser DAL, cache, Redux, SWR or local-storage consumer exists.","The maintained productId/recipientEmail/status/createdAt composite exactly supports the fail-closed daily sent-count query with limit 21. Exact deterministic document transactions require no additional composite. Single-field eventType and recipientEmail overrides retain current queryability; no TTL or active cleanup policy applies to the dormant fallback, so activation must include a retention decision.","AUDIT-AL-NOTIFY-IDEMP-001 | AUDIT-ANSWERLATTICE-NOTIFICATION-RATE-PRODUCT-PARTITION-001 | AUDIT-COLLECTION-CATALOG-INDIRECT-TARGET-OPERATIONS-001"
"opportunities","CampaignCue","CAMPAIGNCUE_COLLECTIONS.OPPORTUNITIES","constant definition | security-rule","2","firestore-campaigncue.rules | src/constants/campaigncue/database.ts","firestore-campaigncue.rules:36 | src/constants/campaigncue/database.ts:0","3951ef034cdc7676f513e08c6b9734c8ee5a3d7bacbf43a7651aaeff072c7302","2","","reviewed","Reserved CampaignCue workspace opportunity identity only; no current producer, consumer, query, route, job or deployed document contract exists","Only active durable CampaignCue workspace members with exact CC/tenant/store scope may read future server-owned rows; every client write is denied","No active query, composite index or TTL policy exists or is justified","AUDIT-CAMPAIGNCUE-FIREBASE-RULES-001 | AUDIT-CC-CLIENT-WORKSPACE-MEMBERSHIP-001"
"ops_config","MenuList/shared","DB_COLLECTIONS.OPS_CONFIG | FUNCTIONS_DB_COLLECTIONS.OPS_CONFIG | OPS_CONFIG","cache/derived-state | constant definition | read/query | reference | security-rule | transaction/batch | write","18","firestore.rules | functions/src/constants/database.ts | functions/src/messaging/messagingEngine.ts | functions/src/monitoring/deployMute.ts | functions/src/monitoring/safeMode.ts | functions/src/ownerNotifications/processor.ts | scripts/verification/verify-menulist-api-tenant-safety.js | scripts/verification/verify-ops-control-room-boundary.js | scripts/verification/verify-platform-cost-posture-boundary.js | src/app/api/ops/mute-alerts/route.ts | src/app/api/ops/safe-mode/route.ts | src/app/api/platform/cost-posture/route.ts | src/constants/database.ts | src/database/ops/index.ts | src/lib/messaging/index.ts | src/lib/ops/alerts.ts | src/lib/ops/safeMode.ts | src/lib/search/searchCore.ts","firestore.rules:1167 | functions/src/messaging/messagingEngine.ts:179 | functions/src/monitoring/deployMute.ts:18 | functions/src/monitoring/safeMode.ts:21 | functions/src/ownerNotifications/processor.ts:114 | scripts/verification/verify-menulist-api-tenant-safety.js:2815 | scripts/verification/verify-ops-control-room-boundary.js:47 | scripts/verification/verify-ops-control-room-boundary.js:69 | scripts/verification/verify-ops-control-room-boundary.js:96 | scripts/verification/verify-ops-control-room-boundary.js:109 | scripts/verification/verify-platform-cost-posture-boundary.js:68 | src/app/api/ops/mute-alerts/route.ts:99 | src/app/api/ops/safe-mode/route.ts:106 | src/app/api/platform/cost-posture/route.ts:195 | src/database/ops/index.ts:86 | src/database/ops/index.ts:86 | src/lib/messaging/index.ts:39 | src/lib/messaging/index.ts:188 | src/lib/ops/alerts.ts:108 | src/lib/ops/safeMode.ts:42 | src/lib/search/searchCore.ts:665 | src/constants/database.ts:0 | functions/src/constants/database.ts:0","cabbfa77fc8742ef43df69cec92ff5214a7f233e41d632808eef3c8d8a88cdd0","10","functions/src/messaging/messagingEngine.ts | scripts/verification/verify-menulist-api-tenant-safety.js | scripts/verification/verify-ops-control-room-boundary.js | scripts/verification/verify-platform-cost-posture-boundary.js | src/app/api/ops/mute-alerts/route.ts | src/app/api/ops/safe-mode/route.ts | src/app/api/platform/cost-posture/route.ts | src/lib/search/searchCore.ts","inventory-only","","rule path observed","",""
"ownerBusinessAssistantAnswerEvents","MenuList/shared","DB_COLLECTIONS.OWNER_BUSINESS_ASSISTANT_ANSWER_EVENTS | FUNCTIONS_DB_COLLECTIONS.OWNER_BUSINESS_ASSISTANT_ANSWER_EVENTS","constant definition | read/query | reference | security-rule","10","firestore.rules | functions/src/constants/database.ts | functions/src/schedulers/menulistMaintenanceScheduler.ts | scripts/verification/verify-menulist-api-tenant-safety.js | scripts/verification/verify-owner-business-health-boundary.js | scripts/verification/verify-platform-cost-posture-boundary.js | src/app/api/platform/cost-posture/route.ts | src/app/api/platform/owner-business-assistant/monitor/route.ts | src/constants/database.ts | src/lib/ownerBusinessAssistant/server/answerEventLogger.ts","firestore.rules:1204 | functions/src/schedulers/menulistMaintenanceScheduler.ts:1934 | scripts/verification/verify-menulist-api-tenant-safety.js:7465 | scripts/verification/verify-menulist-api-tenant-safety.js:7476 | scripts/verification/verify-owner-business-health-boundary.js:275 | scripts/verification/verify-platform-cost-posture-boundary.js:85 | src/app/api/platform/cost-posture/route.ts:297 | src/app/api/platform/cost-posture/route.ts:466 | src/app/api/platform/owner-business-assistant/monitor/route.ts:271 | src/lib/ownerBusinessAssistant/server/answerEventLogger.ts:41 | src/constants/database.ts:0 | functions/src/constants/database.ts:0","34582895ab7b078e225a509cac62f3efa42e4e0b1b64cbcb228dbea6148b5989","5","functions/src/schedulers/menulistMaintenanceScheduler.ts | scripts/verification/verify-menulist-api-tenant-safety.js | scripts/verification/verify-owner-business-health-boundary.js | scripts/verification/verify-platform-cost-posture-boundary.js | src/app/api/platform/cost-posture/route.ts","in-progress","MenuList tenant/store/user-private Business Health answer telemetry. The protected answer route derives exact selected-store and actor scope, then the Admin logger writes one bounded event with a 90-day expiry after answer resolution. Platform-only monitoring and the daily maintenance scheduler are the only readers/deleters; no owner readback, public DTO, menu cache, Redux, SWR, local-storage, queue, webhook or billing consumer exists.","The explicit collection rule denies every browser read and write. Admin production follows protected answer-route scope and permission admission; platform monitoring independently requires current platform authority. Shared rules and large aggregate sources remain conservative whole-file review blockers.","Accepted logging adds one bounded event write. Platform monitoring uses a bounded newest-first createdAt query through the automatic single-field index. Daily retention always uses expiresAt <= now limit 50 regardless producer feature activation, also through an automatic single-field index; no new composite or TTL policy is required.","AUDIT-OBA-SESSION-ALIAS-001 | AUDIT-OBA-RETENTION-FEATURE-GATE-001"
